area,ward,wardname,winner,party,quota,lsgi
Thiruvallur,20,KOTTAPPALLY NORTH,SAFIA THODUVAYIL,ML,Woman,G_TH
Thiruvambadi,1,MUTHAPPANPUZHA,LUCY MANI,INC,Woman,G_TV
Thiruvambadi,2,KAVUKALLEL,THOMAS,INC,General,G_TV
Thiruvambadi,3,ANAKKAMPOIL,RAJU AMBALATHINGAL,INC,General,G_TV
Thiruvambadi,4,KODAKKATTUPARA,K.D ANTONY,CPI(M),General,G_TV
Thiruvambadi,5,PONNANKAYAM,OMANA VISWAMBARAN,KC(M),Woman,G_TV
Thiruvambadi,6,URUMI,LISSY SUNNY,INC,Woman,G_TV
Thiruvambadi,7,PUNNAKKAL,MARIYAMMA,KC(M),Woman,G_TV
Thiruvambadi,8,PAMBIZHANJAPARA,SAIDHALAVI,ML,General,G_TV
Thiruvambadi,9,MARIYAPPURAM,MUHAMMED V.A,INC,General,G_TV
Thiruvambadi,10,MARAYKKATTUPURAM,T.K SIVAN,CPI(M),SC,G_TV
Thiruvambadi,11,THONDIMMAL,JAYARANI,CPI(M),Woman,G_TV
Thiruvambadi,12,THAZHETHIRUVAMBADY,ABDUL RAHIMAN K.A,ML,General,G_TV
Thiruvambadi,13,AMBALAPPARA,SALMA ASSAIN,ML,Woman,G_TV
Thiruvambadi,14,THIRUVAMBADY TOWN,ELEYAMMA GEORGE,INC,Woman,G_TV
Thiruvambadi,15,PALAKKADAVE,BINDU JOHNSON,INC,Woman,G_TV
Thiruvambadi,16,THAMBALAMANNA,ROY THOMAS,CPI(M),General,G_TV
Thiruvambadi,17,PULLURAMPARA,MERCY,INC,Woman,G_TV
Thurayur,1,CHIRAKKARA,NASHEEDA,ML,Woman,G_TR
Thurayur,2,PAYYOLIANGADI,PODIYADI NASEER,ML,General,G_TR
Thurayur,3,THOLERI,SHYBA.K.M,SJ(D),Woman,G_TR
Thurayur,4,KULUPPA,AYISHA,ML,Woman,G_TR
Thurayur,5,IRINGATH NORTH,O.P.LEELA,INC,SC Woman,G_TR
Thurayur,6,IRINGATH KULANGARA,LEENA,CPI(M),Woman,G_TR
Thurayur,7,IRINGATH TOWN,ABDULRAHIMAN,INC,General,G_TR
Thurayur,8,MUKAPPUR,E.K.BHASKARAN,INC,General,G_TR
Thurayur,9,CHOORAKKAD,K.RAJENDRAN,CPI(M),General,G_TR
Thurayur,10,AKKOOL,U.C.SHAMSUDHEEN,ML,General,G_TR
Thurayur,11,KUNNAMVAYAL,SUMA.M,CPI(M),Woman,G_TR
Thurayur,12,MALOLTHAZHA,CHERUKUNNUMMAL RAJANI,SJ(D),Woman,G_TR
Thurayur,13,KEERANKAI,SURESH BABU,INDEPENDENT,SC,G_TR
Tuneri,1,MUDAVANTHERI WEST,P. M. NANU,SJ(D),General,G_TU
Tuneri,2,KALATHARA,P. K. SUJATHA TEACHER,INC,Woman,G_TU
Tuneri,3,MUDAVANTHERI EAST,SUHARA PADIKKOTH,ML,Woman,G_TU
Tuneri,4,PERODE,K. M. SAMEER,ML,General,G_TU
Tuneri,5,AVOLAM,CHEERANKANDIYIL GOPALAN,INC,General,G_TU
Tuneri,6,CHALAPPURAM SOUTH,THOTTUMMOTH CHANDRI,CPI(M),Woman,G_TU
Tuneri,7,VELLOOR SOUTH,ADUNKUDI DAMU,CPI,SC,G_TU
Tuneri,8,KODANCHERY SOUTH,NIRMALA PARAPPURATH,CPI(M),Woman,G_TU
Tuneri,9,KODANCHERY NORTH,E. K. RAJAN,CPI(M),General,G_TU
Tuneri,10,TUNERI WEST,VALSALA.K.C,INC,Woman,G_TU
Tuneri,11,VELLOOR NORTH,K. SUBHASHINI,CPI(M),Woman,G_TU
Tuneri,12,CHALAPPURAM NORTH,NIDUMBRATH RAJULA,ML,Woman,G_TU
Tuneri,13,KANNANKAI,P.K. SUKUMARAN  MASTER,CPI(M),General,G_TU
Tuneri,14,TUNERI TOWN,KANAVATH RAVI,CPI(M),General,G_TU
Tuneri,15,MUDAVANTHERI,N. K. SARA,ML,Woman,G_TU
Ulliyeri,1,KAKKENCHERY,SANKARAN K,CPI(M),General,G_UL
Ulliyeri,2,KOYAKKAD WEST,KUTTI KRISHNAN K.K,CPI(M),General,G_UL
Ulliyeri,3,THERUVATHE KADAVU,PUSHPA AYIROLI,CPI(M),Woman,G_UL
Ulliyeri,4,ULLIYERI WEST,SASI CHALIL,CPI(M),General,G_UL
Ulliyeri,5,ORAVIL,RAJANI BHAI P,CPI(M),Woman,G_UL
Ulliyeri,6,ULLIYERI NORTH,KOYAKUTTY,CPI(M),General,G_UL
Ulliyeri,7,MAMBOYIL,VIJAYALAKSHMI,INC,SC Woman,G_UL
Ulliyeri,8,ULLIYERI SOUTH,SAKUNTHALA T.K,CPI(M),Woman,G_UL
Ulliyeri,9,MUNDOTH,AMBIKA V,CPI(M),General,G_UL
Ulliyeri,10,NARATH,BASKARAN PULIKKOOL,CPI(M),General,G_UL
Ulliyeri,11,KUNNATHARA,SUNIL KUMAR,INC,General,G_UL
Ulliyeri,12,PUTHANCHERI,REMA U M,CPI(M),Woman,G_UL
Ulliyeri,13,PUTHURVATTAM,NASAR POYILUNGAL,CPI(M),General,G_UL
Ulliyeri,14,OLLUR,SAJITHA T.K,CPI(M),Woman,G_UL
Ulliyeri,15,OLLUR NORTH,BABY MANIMUTTADATH,CPI(M),Woman,G_UL
Ulliyeri,16,KANAYANGOD,SANDHYA P,INC,Woman,G_UL
Ulliyeri,17,ANAVATHIL,SHEELA K.K,CPI(M),Woman,G_UL
Ulliyeri,18,KANNUR,PRASANNA A.P,CPI(M),Woman,G_UL
Ulliyeri,19,MANAD,BIJU MANIKKOTH,CPI(M),SC,G_UL
Unnikulum,1,THENAKKUZHI,RAJAGOPALAN. K.P,CPI(M),General,G_UN
Unnikulum,2,PANAYAMKANDY,VENUGOPALAN. P.P,INC,General,G_UN
Unnikulum,3,EKAROOL,ISMAIL KURUPRAKANDY,INC,General,G_UN
Unnikulum,4,MUPPATTAKKARA,SUDHEERKUMAR. T.K,CPI(M),General,G_UN
Unnikulum,5,M.M.PARAMBA,SAKUNTHALA. K.N,INC,Woman,G_UN
Unnikulum,6,MADATHUMPOYIL,MUHAMMAD BASHEER. C.P,ML,General,G_UN
Unnikulum,7,KARINKALY,ANJALI.N.K,CPI(M),Woman,G_UN
Unnikulum,8,ESTATEMUKKU,K. FATHIMA.,INC,Woman,G_UN
Unnikulum,9,POONOOR,ABDUL KAREEM C.P,ML,General,G_UN
Unnikulum,10,CHOYIMADAM,NAJEEB KANTHAPURAM,ML,General,G_UN
Unnikulum,11,KANTHAPURAM,SUBAIDA  K,ML,Woman,G_UN
Unnikulum,12,IRUMPOTTUPOYIL,RAMESHKUMAR T. C,CPI(M),General,G_UN
Unnikulum,13,UNNIKULAM,MALLIKA. C.K,BJP,Woman,G_UN
Unnikulum,14,KARUMALA,SHYNI. K.P,INC,Woman,G_UN
Unnikulum,15,VALLIYOTH,ABDURAHIMAN.,ML,General,G_UN
Unnikulum,16,NEROTH,*****,*****,*****,G_UN
Unnikulum,17,MANGAD,INDIRA ERADIYIL,INC,Woman,G_UN
Unnikulum,18,IYYAD,MOHANAN NAIR,INC,General,G_UN
Unnikulum,19,VEERYMBRAM,RABITHA. V.P,SJ(D),Woman,G_UN
Unnikulum,20,OTTAKKANDAM,GIRIJA THEKKEDATH,CPI(M),Woman,G_UN
Unnikulum,21,KARIYATHANKAVU,HAFSA. K,SJ(D),Woman,G_UN
Unnikulum,22,SIVAPURAM,SREEDHARAN. M,INC,SC,G_UN
Unnikulum,23,KAPPURAM,AJITHAKUMARI. P,CPI(M),Woman,G_UN
Valayam,1,VANNARKANDI,MINI JAYACHANDRAN,INC,Woman,G_VA
Valayam,2,VARAYAL,N.K.BALAKRISHNAN,CPI(M),General,G_VA
Valayam,3,KALLUNIRA,PREETHA P.S,CPI(M),Woman,G_VA
Valayam,4,PUNCHA,V.K RAVI,CPI(M),General,G_VA
Valayam,5,CHUZHALI,T.P KUMARAN MASTER,CPI(M),General,G_VA
Valayam,6,NEELAND,K.N.DAMODARAN,CPI(M),General,G_VA
Valayam,7,CHALIYATTPOYIL,M.SUMATHI,CPI(M),Woman,G_VA
Valayam,8,NIRAV,DEVI.M,CPI(M),Woman,G_VA
Valayam,9,KUTTIKKATT,K.K.KELAPPAN,CPI(M),General,G_VA
Valayam,10,THEEKUNI,T.M.V ABDUL HAMEED,ML,General,G_VA
Valayam,11,ONAPPARAMB,N.RAIHANATH,ML,Woman,G_VA
Valayam,12,CHERUMOTH,E.K KHADEEJA IBRAHIM,ML,Woman,G_VA
Valayam,13,MANIYALA,P.P BALAKRISHNAN MASTER,CPI(M),SC,G_VA
Valayam,14,CHEKKOTTA,RADHA CHANDROTH,INC,Woman,G_VA
Vanimal,1,CHELAMUKKU,MAJITHA  FARSANA KAYATHIRIKKAL K.T,ML,Woman,G_VN
Vanimal,2,VAYALPEEDIKA,MOIDEENHAJI C.V,ML,General,G_VN
Vanimal,3,VERKADAVU,M.K ASHRAF,INDEPENDENT,General,G_VN
Vanimal,4,BHOOMIVATHUKKAL,AMMAD HAJI.K.K,ML,General,G_VN
Vanimal,5,VELLIYODE,V.K SABIRA TEACHER,ML,Woman,G_VN
Vanimal,6,PUTHUKKUDY,K.K CHANDHRAN,CPI(M),ST,G_VN
Vanimal,7,NIDUMPARAMB,RADHA ONTHATH T.P,CPI(M),Woman,G_VN
Vanimal,8,CHITTARI,KUMARAN T.K,CPI(M),General,G_VN
Vanimal,9,PALOOR,ELSAMMA FRANCIS,INC,Woman,G_VN
Vanimal,10,VILANGAD,CHINNAMMA JOSEPH,INC,Woman,G_VN
Vanimal,11,KARUKULAM,VASANTHA KUMARI,CPI(M),Woman,G_VN
Vanimal,12,KOMMIYODE,BEENA M.K,CPI(M),Woman,G_VN
Vanimal,13,PARAPPUPARA,ASHRAF KOTTALA,ML,General,G_VN
Vanimal,14,KODIYOORA,MOOSA MASTER N.K,ML,General,G_VN
Vanimal,15,KULAPPARAMB,C.K.SUBAIR,ML,General,G_VN
Vanimal,16,VANIMEL,SAINABA KUNDIL,ML,Woman,G_VN
Velom,1,KAKKUNI,KURUVANGOTT KUNHABDULLA,ML,General,G_VE
Velom,2,THEEKKUNI,KALIYATH MYMOONATH,ML,Woman,G_VE
Velom,3,THOOVAMALA,T.V MANOJAN,CPI(M),General,G_VE
Velom,4,VALAKETTU,KUNHIKKANNAN T.V,INC,SC,G_VE
Velom,5,KAPPUMALA,KAVIL SHIJI,CPI,Woman,G_VE
Velom,6,CHERUKUNNU,MOLI MUYYOTTUMMAL,INC,Woman,G_VE
Velom,7,SANTHINAGAR,THARA RAHIM,INDEPENDENT,General,G_VE
Velom,8,KOOLIKKUNNU,SHIJINA M,CPI(M),Woman,G_VE
Velom,9,ARAMBOL,K.C SALMA,ML,Woman,G_VE
Velom,10,PERUVAYAL,THAYANA BALAMANI,INC,Woman,G_VE
Velom,11,KURICHAKAM,K.P GOPALAN,NCP,General,G_VE
Velom,12,PALLIAYATH,SHAFEERA K.K,ML,Woman,G_VE
Velom,13,GULIKAPPUZHA,T KANNAN,CPI(M),General,G_VE
Velom,14,MANIMALA,MALAYIL SUMA,CPI(M),Woman,G_VE
Velom,15,POOLAKKOOL,SALEEMA K.P,ML,Woman,G_VE
Velom,16,KOAYYURA,K.M ASOKAN,CPI(M),General,G_VE
Velom,17,PALODIKUNNU,MALAYIL KHASIM,ML,General,G_VE
Villiappally,1,VAIKKILISSERIY ROAD,THALIKKANDIYIL SUNITHA,INC,Woman,G_VI
Villiappally,2,MAYYANNUR NORTH,CHALUPARAMBATH REENA,SJ(D),Woman,G_VI
Villiappally,3,VILLIAPPALLY TOWN,T.M. DASAN,CPI(M),General,G_VI
Villiappally,4,THIRUMANA,KUNNAMGATT KRISHANAN,SJ(D),General,G_VI
Villiappally,5,CHERIPOYIL,V.P PRATHEESH,SJ(D),General,G_VI
Villiappally,6,MYKKULANGARA,V.K ZUBAIR,ML,General,G_VI
Villiappally,7,VILLIAPPALLY,C.K GEETHA,CPI(M),Woman,G_VI
Villiappally,8,MANATHAMBRA,KARIAT KUNHAMMAD,ML,General,G_VI
Villiappally,9,MEMUNDA NORTH,M. K VIKESH,CPI(M),SC,G_VI
Villiappally,10,MEMUNDA SOUTH,K.K BIJULA,CPI(M),Woman,G_VI
Villiappally,11,KEEZHAL NORTH,R BALARAM,CPI(M),General,G_VI
Villiappally,12,KEEZHAL SOUTH,MANIKOTH THAZAKUNI SENIYA,ML,Woman,G_VI
Villiappally,13,KUTTOTH SOUTH,VADAKKAYIL PRAMEELA,CPI(M),Woman,G_VI
Villiappally,14,KUTTOTH NORTH,K.P GEETHA,CPI(M),Woman,G_VI
Villiappally,15,PAYAMKUTTIMALA,C.M SUDHA,CPI(M),Woman,G_VI
Villiappally,16,CHALLIVAYAL,T BHASKARAN,INC,General,G_VI
Villiappally,17,ARAKKULANGARA,SADANANDAN P.K,CPI(M),General,G_VI
Villiappally,18,MAYYANNUR SOUTH,KANDIYIL GEETHA,CPI(M),Woman,G_VI
Villiappally,19,KOOTTANGARAM,V .P KAMALA,CPI(M),Woman,G_VI
